0xff44,#_IOCTRLWH,int,c,3,,w,int,fileno,l,const char *,ptr,l,int,len,,,,,,,,,,,,,ファイルにデータを書き込む
0xff44,#_IOCTRLRD,int,c,4,,w,int,drive,l,char *,ptr,l,int,len,,,,,,,,,,,,,ドライブからデータを読み込む
0xff44,#_IOCTRLWD,int,c,5,,w,int,drive,l,const char *,ptr,l,int,len,,,,,,,,,,,,,ドライブにデータを書き込む
0xff44,#_IOCTRLIS,int,c,6,,w,int,fileno,,,,,,,,,,,,,,,,,,,ファイルの入力ステータスを調べる
0xff44,#_IOCTRLOS,int,c,7,,w,int,fileno,,,,,,,,,,,,,,,,,,,ファイルの出力ステータスを調べる
0xff44,#_IOCTRLDVGT,int,c,9,,w,int,drive,,,,,,,,,,,,,,,,,,,ドライブがローカルかリモートかを調べる
0xff44,#_IOCTRLFDGT,int,c,10,,w,int,fileno,,,,,,,,,,,,,,,,,,,ファイルがローカルかリモートかを調べる
0xff44,#_IOCTRLRTSET,int,c,11,,w,int,count,w,int,time,,,,,,,,,,,,,,,,リトライ数と待機時間を設定する
0xff44,#_IOCTRLDVCTL,int,c,12,,w,int,fileno,w,int,f_code,l,char *,ptr,,,,,,,,,,,,,ファイルの特殊コントロールを行う
0xff44,#_IOCTRLFDCTL,int,c,13,,w,int,fileno,w,int,f_code,l,char *,ptr,,,,,,,,,,,,,ドライブの特殊コントロールを行う
0xff45,_DUP,int,w,int,fileno,,,,,,,,,,,,,,,,,,,,,,ファイルハンドルの複写
0xff46,_DUP2,int,w,int,fileno,w,int,newno,,,,,,,,,,,,,,,,,,,ファイルハンドルの強制複写
0xff47,_CURDIR,int,w,int,drive,l,char *,buffer,,,,,,,,,,,,,,,,,,,カレントディレクトリ収得
0xff48,_MALLOC,void *,l,int,len,,,,,,,,,,,,,,,,,,,,,,メモリ確保
0xff49,_MFREE,int,l,void *,memptr,,,,,,,,,,,,,,,,,,,,,,メモリブロック解放
0xff4a,_SETBLOCK,int,l,void *,memptr,l,int,len,,,,,,,,,,,,,,,,,,,メモリブロック変更
0xff4b,_EXEC,,,,,,,,,,,,,,,,,,,,,,,,,,プログラムのロード/実行
0xff4b,#_LOADEXEC,$int,c,0,,l,const char *,file,l,const struct dos_comline *,cmdline,l,const char *,envptr,,,,,,,,,,,,,ファイルをロード、実行する
0xff4b,#_LOAD,$int,c,1,,l,const char *,file,l,const struct dos_comline *,cmdline,l,const char *,envptr,,,,,,,,,,,,,ファイルをロードする
0xff4b,#_PATHCHK,int,c,2,,l,const char *,file,l,const struct dos_comline *,cmdline,l,const char *,envptr,,,,,,,,,,,,,パス検索を行う
0xff4b,#_LOADONLY,int,c,3,,l,const char *,file,l,const void *,loadaddr,l,const void *,limit,,,,,,,,,,,,,アドレスを指定してファイルをロードする
0xff4b,#_EXECONLY,$int,c,4,,l,void *,execadr,,,,,,,,,,,,,,,,,,,ロード済みプログラムを実行する
0xff4b,#_BINDNO,int,c,5,,l,const char *,file,l,const char *,file2,,,,,,,,,,,,,,,,オーバーレイXファイルのモジュール番号を調べる
0xff4b,#_EXEC2,$int,w,int,mode,l,const char *,arg1,l,const char *,arg2,l,const char *,arg3,,,,,,,,,,,,,プログラムのロード/実行
0xff4c,_EXIT2,!void,w,int,code,,,,,,,,,,,,,,,,,,,,,,終了コード指定終了
0xff4d,_WAIT,int,,,,,,,,,,,,,,,,,,,,,,,,,プロセス終了コード収得
0xff4e,_FILES,int,l,struct dos_filbuf *,buffer,l,const char *,file,w,int,atr,,,,,,,,,,,,,,,,ファイル検索
0xff4e,#_EXFILES,int,l|0x80000000,struct dos_exfilbuf *,buffer,l,const char *,file,w,int,atr,,,,,,,,,,,,,,,,ファイル検索
0xff4f,_NFILES,int,l,struct dos_filbuf *,buffer,,,,,,,,,,,,,,,,,,,,,,ファイル次検索
0xff4f,#_EXNFILES,int,l|0x80000000,struct dos_exfilbuf *,buffer,,,,,,,,,,,,,,,,,,,,,,ファイル次検索
0xff80,_SETPDB,struct dos_psp *,l,struct dos_psp *,pdbadr,,,,,,,,,,,,,,,,,,,,,,管理プロセス変更
0xff81,_GETPDB,struct dos_psp *,,,,,,,,,,,,,,,,,,,,,,,,,プロセス情報収得
0xff82,_SETENV,int,l,const char *,envname,l,const char *,envptr,l,const char *,envval,,,,,,,,,,,,,,,,環境変数設定
0xff83,_GETENV,int,l,const char *,envname,l,const char *,envptr,l,char *,buffer,,,,,,,,,,,,,,,,環境変数収得
0xff84,_VERIFYG,int,,,,,,,,,,,,,,,,,,,,,,,,,ベリファイフラグ収得
0xff85,_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,common領域の制御
0xff85,#_COMMON_CK,int,c,0,,l,const char *,name,,,,,,,,,,,,,,,,,,,common領域のバイト数を得る
0xff85,#_COMMON_RD,int,c,1,,l,const char *,name,l,int,pos,l,void *,buffer,l,int,len,,,,,,,,,,common領域からの読み出し
0xff85,#_COMMON_WT,int,c,2,,l,const char *,name,l,int,pos,l,const void *,buffer,l,int,len,,,,,,,,,,common領域への書き込み
0xff85,#_COMMON_LK,int,c,3,,l,const char *,name,l,int,pos,l,int,id_psp,l,int,len,,,,,,,,,,common領域のロック
0xff85,#_COMMON_FRE,int,c,4,,l,const char *,name,l,int,pos,l,int,id_psp,l,int,len,,,,,,,,,,common領域のロック解除
0xff85,#_COMMON_DEL,int,c,5,,l,const char *,name,,,,,,,,,,,,,,,,,,,common領域の削除
0xff86,_RENAME,int,l,const char *,oldname,l,const char *,newname,,,,,,,,,,,,,,,,,,,ファイル名変更/移動
0xff86,#_MOVE,int,l,const char *,oldname,l,const char *,newname,,,,,,,,,,,,,,,,,,,ファイル名変更/移動
0xff87,_FILEDATE,int,w,int,fileno,l,int,datetime,,,,,,,,,,,,,,,,,,,ファイル変更日時収得/設定
0xff88,_MALLOC2,void *,w,int,md,l,int,len,,,,,,,,,,,,,,,,,,,メモリ確保
0xff88,#_MALLOC0,void *,w|0x8000,int,md,l,int,len,l,int,ptr,,,,,,,,,,,,,,,,指定の方法によるメモリ確保
0xff8a,_MAKETMP,int,l,const char *,file,w,int,atr,,,,,,,,,,,,,,,,,,,テンポラリファイル作成
0xff8b,_NEWFILE,int,l,const char *,file,w,dosmode_t,atr,,,,,,,,,,,,,,,,,,,ファイル作成
0xff8c,_LOCK,int,c,0,,w,int,fileno,l,int,offset,l,int,len,,,,,,,,,,,,,ファイルロック
0xff8c,#_UNLOCK,int,c,1,,w,int,fileno,l,int,offset,l,int,len,,,,,,,,,,,,,ファイルロック解除
0xff8f,_ASSIGN,,,,,,,,,,,,,,,,,,,,,,,,,,仮想ドライブ/ディレクトリ割り当て収得/設定/解除
